customer_id,name,age,gender,marital_status,state,occupation,industry,annual_income_lakh,cibil_score,cibil_category,existing_loan_count,customer_since,branch_id
CUST06055,Customer_6055,57,Female,Married,Madhya Pradesh,Retired,FMCG,44.78,838,Very Good,4,2018-04-26,BR0020
CUST06056,Customer_6056,36,Other,Divorced,Delhi,Business Owner,Education,54.22,752,Very Good,3,2021-06-15,BR0023
CUST06057,Customer_6057,44,Female,Married,Telangana,Salaried,Education,64.36,896,Excellent,3,2020-01-26,BR0037
CUST06058,Customer_6058,60,Male,Divorced,Bihar,Government Employee,Manufacturing,12.57,891,Excellent,1,2015-03-29,BR0009
CUST06059,Customer_6059,62,Female,Married,Kerala,Salaried,FMCG,63.18,670,Good,4,2018-03-09,BR0050
CUST06060,Customer_6060,60,Female,Widowed,Telangana,Government Employee,FMCG,66.2,748,Good,2,2021-07-17,BR0027
CUST06061,Customer_6061,40,Male,Widowed,Rajasthan,Self-Employed,Real Estate,10.89,881,Excellent,0,2021-07-07,BR0028
CUST06062,Customer_6062,28,Other,Widowed,Madhya Pradesh,Freelancer,Education,72.62,886,Excellent,0,2015-12-23,BR0032
CUST06063,Customer_6063,42,Female,Divorced,Maharashtra,Government Employee,IT,66.17,677,Good,1,2016-04-27,BR0003
CUST06064,Customer_6064,59,Male,Widowed,Kerala,Government Employee,Hospitality,65.52,599,Fair,3,2020-05-21,BR0011
CUST06065,Customer_6065,51,Male,Married,Karnataka,Self-Employed,FMCG,56.47,814,Very Good,1,2020-07-08,BR0013
CUST06066,Customer_6066,26,Male,Widowed,Kerala,Retired,Manufacturing,15.93,816,Very Good,1,2015-07-09,BR0003
CUST06067,Customer_6067,49,Male,Widowed,West Bengal,Salaried,Education,50.14,738,Good,3,2021-07-23,BR0006
CUST06068,Customer_6068,62,Male,Single,Karnataka,Retired,Construction,38.77,741,Good,1,2021-08-01,BR0048
CUST06069,Customer_6069,38,Female,Divorced,Uttar Pradesh,Salaried,Banking,8.5,787,Very Good,0,2018-12-09,BR0003
CUST06070,Customer_6070,22,Female,Married,Telangana,Business Owner,Retail,55.0,738,Good,0,2015-05-10,BR0017
CUST06071,Customer_6071,42,Female,Divorced,Kerala,Self-Employed,Healthcare,53.12,738,Good,1,2016-05-31,BR0048
CUST06072,Customer_6072,25,Female,Widowed,Punjab,Government Employee,Real Estate,74.32,398,Poor,0,2018-05-01,BR0018
CUST06073,Customer_6073,30,Male,Married,Bihar,Business Owner,Healthcare,41.79,760,Very Good,0,2019-03-31,BR0047
CUST06074,Customer_6074,57,Female,Single,Gujarat,Freelancer,FMCG,7.65,672,Good,3,2020-11-20,BR0031
CUST06075,Customer_6075,63,Other,Single,Madhya Pradesh,Government Employee,Hospitality,64.76,834,Very Good,3,2016-08-03,BR0008
CUST06076,Customer_6076,27,Male,Single,Gujarat,Government Employee,Education,10.83,880,Excellent,4,2017-07-14,BR0026
CUST06077,Customer_6077,45,Other,Single,Uttar Pradesh,Freelancer,FMCG,2.58,819,Very Good,2,2021-02-13,BR0044
CUST06078,Customer_6078,28,Other,Married,Karnataka,Self-Employed,IT,64.37,877,Excellent,4,2019-03-21,BR0005
CUST06079,Customer_6079,65,Male,Divorced,Maharashtra,Retired,FMCG,20.84,325,Poor,1,2021-10-02,BR0037
CUST06080,Customer_6080,38,Other,Single,Haryana,Business Owner,FMCG,71.69,674,Good,0,2021-04-06,BR0010
CUST06081,Customer_6081,38,Other,Widowed,Kerala,Freelancer,Real Estate,3.6,788,Very Good,1,2018-06-26,BR0020
CUST06082,Customer_6082,40,Female,Widowed,Uttar Pradesh,Government Employee,Manufacturing,77.75,835,Very Good,4,2019-06-20,BR0012
CUST06083,Customer_6083,27,Male,Divorced,Maharashtra,Salaried,Hospitality,47.69,680,Good,3,2019-04-25,BR0006
CUST06084,Customer_6084,24,Female,Divorced,Andhra Pradesh,Retired,IT,64.71,767,Very Good,4,2020-02-26,BR0010
CUST06085,Customer_6085,46,Other,Divorced,Punjab,Salaried,Manufacturing,5.03,836,Very Good,4,2017-07-08,BR0034
CUST06086,Customer_6086,56,Male,Divorced,Rajasthan,Freelancer,Construction,7.2,736,Good,0,2019-06-05,BR0043
CUST06087,Customer_6087,52,Other,Married,Maharashtra,Business Owner,Healthcare,69.13,888,Excellent,0,2015-12-25,BR0036
CUST06088,Customer_6088,45,Female,Married,Delhi,Salaried,Construction,29.54,848,Very Good,3,2019-06-01,BR0023
CUST06089,Customer_6089,48,Male,Married,Telangana,Government Employee,Education,16.82,673,Good,0,2017-10-14,BR0034
CUST06090,Customer_6090,41,Other,Divorced,Madhya Pradesh,Retired,Hospitality,75.29,562,Fair,1,2016-10-15,BR0012
CUST06091,Customer_6091,38,Female,Divorced,Maharashtra,Freelancer,FMCG,70.33,838,Very Good,3,2015-12-18,BR0023
CUST06092,Customer_6092,58,Male,Widowed,Andhra Pradesh,Government Employee,Real Estate,12.33,838,Very Good,4,2019-05-03,BR0005
CUST06093,Customer_6093,57,Female,Single,Gujarat,Self-Employed,Healthcare,15.44,621,Fair,0,2016-04-13,BR0046
CUST06094,Customer_6094,52,Male,Divorced,Delhi,Retired,Healthcare,31.69,594,Fair,0,2020-11-29,BR0041
CUST06095,Customer_6095,24,Female,Single,Telangana,Government Employee,Manufacturing,65.09,764,Very Good,1,2018-10-25,BR0015
CUST06096,Customer_6096,55,Male,Divorced,Karnataka,Salaried,Education,69.3,806,Very Good,3,2015-08-31,BR0048
CUST06097,Customer_6097,36,Other,Married,Rajasthan,Government Employee,IT,61.88,722,Good,3,2017-02-04,BR0031
CUST06098,Customer_6098,63,Other,Divorced,Haryana,Government Employee,Hospitality,49.07,770,Very Good,4,2021-01-12,BR0049
CUST06099,Customer_6099,26,Male,Single,Punjab,Self-Employed,Banking,58.93,854,Excellent,0,2017-01-11,BR0045
CUST06100,Customer_6100,49,Female,Widowed,Karnataka,Government Employee,IT,40.36,799,Very Good,1,2016-08-16,BR0047
CUST06101,Customer_6101,40,Male,Single,Maharashtra,Retired,Retail,15.25,501,Poor,0,2021-03-01,BR0014
CUST06102,Customer_6102,33,Other,Single,Gujarat,Freelancer,Retail,77.22,500,Poor,0,2021-06-22,BR0016
CUST06103,Customer_6103,56,Female,Married,Delhi,Freelancer,Manufacturing,67.84,782,Very Good,4,2021-08-30,BR0011
CUST06104,Customer_6104,36,Male,Widowed,Karnataka,Retired,Construction,20.34,510,Poor,4,2020-04-16,BR0012
CUST06105,Customer_6105,55,Other,Single,Gujarat,Self-Employed,Retail,8.05,709,Good,4,2020-04-05,BR0043
CUST06106,Customer_6106,47,Male,Single,Haryana,Government Employee,Banking,59.95,752,Very Good,4,2019-10-15,BR0019
CUST06107,Customer_6107,32,Other,Widowed,Telangana,Business Owner,Healthcare,59.6,808,Very Good,2,2017-10-04,BR0050
CUST06108,Customer_6108,59,Other,Divorced,Andhra Pradesh,Business Owner,Manufacturing,17.01,758,Very Good,1,2016-05-16,BR0046
CUST06109,Customer_6109,51,Other,Divorced,Madhya Pradesh,Freelancer,Manufacturing,21.82,783,Very Good,4,2019-01-08,BR0017
CUST06110,Customer_6110,39,Female,Divorced,Maharashtra,Self-Employed,Education,19.7,892,Excellent,4,2020-09-04,BR0024
CUST06111,Customer_6111,43,Other,Married,Punjab,Salaried,Banking,43.18,850,Excellent,0,2015-01-06,BR0034
CUST06112,Customer_6112,64,Male,Divorced,Kerala,Freelancer,Hospitality,27.63,718,Good,3,2018-03-23,BR0044
CUST06113,Customer_6113,47,Other,Married,Andhra Pradesh,Business Owner,Real Estate,60.25,821,Very Good,3,2020-07-24,BR0032
CUST06114,Customer_6114,43,Other,Single,Haryana,Government Employee,FMCG,61.26,715,Good,4,2017-07-09,BR0024
CUST06115,Customer_6115,34,Other,Single,Maharashtra,Freelancer,Manufacturing,43.07,610,Fair,3,2016-09-11,BR0008
CUST06116,Customer_6116,60,Female,Widowed,Kerala,Self-Employed,Manufacturing,22.22,811,Very Good,3,2021-04-11,BR0045
CUST06117,Customer_6117,27,Other,Single,Uttar Pradesh,Business Owner,Hospitality,29.17,839,Very Good,0,2021-11-22,BR0002
CUST06118,Customer_6118,53,Female,Single,Kerala,Freelancer,FMCG,72.54,369,Poor,2,2021-06-16,BR0012
CUST06119,Customer_6119,37,Female,Single,Andhra Pradesh,Retired,IT,56.31,798,Very Good,0,2020-05-15,BR0042
CUST06120,Customer_6120,39,Female,Married,Gujarat,Government Employee,Banking,15.12,787,Very Good,0,2021-09-21,BR0014
CUST06121,Customer_6121,25,Female,Married,Haryana,Retired,IT,64.57,733,Good,4,2020-05-17,BR0023
CUST06122,Customer_6122,34,Male,Married,Haryana,Business Owner,Retail,46.17,733,Good,2,2021-10-03,BR0047
CUST06123,Customer_6123,45,Male,Single,Bihar,Freelancer,FMCG,20.69,857,Excellent,4,2019-03-07,BR0018
CUST06124,Customer_6124,34,Other,Married,Rajasthan,Business Owner,Manufacturing,23.81,573,Fair,3,2021-12-02,BR0032
CUST06125,Customer_6125,57,Female,Widowed,West Bengal,Self-Employed,IT,53.38,774,Very Good,2,2017-07-31,BR0037
CUST06126,Customer_6126,53,Other,Divorced,Karnataka,Government Employee,Manufacturing,42.19,882,Excellent,3,2019-10-09,BR0021
CUST06127,Customer_6127,48,Male,Married,Telangana,Business Owner,IT,30.29,695,Good,1,2017-12-26,BR0032
CUST06128,Customer_6128,49,Female,Divorced,Bihar,Business Owner,IT,25.66,875,Excellent,3,2019-05-29,BR0034
CUST06129,Customer_6129,60,Male,Married,Telangana,Self-Employed,FMCG,14.0,788,Very Good,4,2017-08-09,BR0001
CUST06130,Customer_6130,62,Other,Widowed,Karnataka,Salaried,Retail,8.1,851,Excellent,4,2021-02-04,BR0047
CUST06131,Customer_6131,34,Male,Divorced,Uttar Pradesh,Freelancer,Education,5.18,771,Very Good,3,2016-11-04,BR0043
CUST06132,Customer_6132,34,Other,Single,Delhi,Retired,FMCG,11.95,835,Very Good,0,2021-07-10,BR0007
CUST06133,Customer_6133,37,Female,Divorced,Maharashtra,Freelancer,FMCG,58.92,899,Excellent,4,2018-09-24,BR0035
CUST06134,Customer_6134,24,Male,Divorced,Maharashtra,Business Owner,Banking,60.22,796,Very Good,3,2017-09-15,BR0023
CUST06135,Customer_6135,24,Other,Divorced,Kerala,Government Employee,Real Estate,42.18,665,Good,0,2019-05-08,BR0015
CUST06136,Customer_6136,33,Female,Married,Andhra Pradesh,Self-Employed,FMCG,26.67,617,Fair,3,2015-01-21,BR0012
CUST06137,Customer_6137,36,Female,Married,Bihar,Salaried,Manufacturing,63.52,743,Good,4,2016-12-15,BR0035
CUST06138,Customer_6138,58,Female,Single,Maharashtra,Self-Employed,Banking,65.46,307,Poor,0,2021-11-05,BR0002
CUST06139,Customer_6139,44,Female,Widowed,Punjab,Salaried,Education,9.19,883,Excellent,3,2016-07-29,BR0016
CUST06140,Customer_6140,35,Other,Widowed,Uttar Pradesh,Retired,Construction,38.0,365,Poor,2,2017-12-25,BR0013
CUST06141,Customer_6141,38,Female,Divorced,Telangana,Self-Employed,Hospitality,64.38,799,Very Good,2,2017-11-25,BR0026
CUST06142,Customer_6142,35,Male,Single,Maharashtra,Self-Employed,IT,18.52,880,Excellent,2,2020-02-13,BR0007
CUST06143,Customer_6143,46,Other,Married,Rajasthan,Self-Employed,IT,20.68,769,Very Good,0,2016-05-30,BR0041
CUST06144,Customer_6144,55,Male,Single,Delhi,Salaried,Healthcare,48.41,761,Very Good,4,2018-11-09,BR0009
CUST06145,Customer_6145,25,Other,Widowed,Haryana,Freelancer,Real Estate,41.41,742,Good,0,2018-05-27,BR0025
CUST06146,Customer_6146,44,Female,Single,West Bengal,Salaried,Real Estate,52.94,703,Good,1,2020-04-28,BR0013
CUST06147,Customer_6147,51,Female,Married,Andhra Pradesh,Business Owner,Education,22.21,760,Very Good,2,2019-10-20,BR0048
CUST06148,Customer_6148,32,Other,Divorced,West Bengal,Government Employee,FMCG,43.95,637,Fair,0,2015-08-19,BR0040
CUST06149,Customer_6149,53,Other,Single,Punjab,Self-Employed,FMCG,47.19,749,Good,0,2021-10-20,BR0015
CUST06150,Customer_6150,45,Male,Divorced,Kerala,Business Owner,IT,10.26,797,Very Good,0,2018-06-27,BR0033
CUST06151,Customer_6151,60,Other,Divorced,Uttar Pradesh,Retired,Education,36.14,792,Very Good,2,2018-01-19,BR0039
CUST06152,Customer_6152,42,Other,Widowed,West Bengal,Business Owner,Education,56.8,897,Excellent,3,2015-09-30,BR0011
CUST06153,Customer_6153,37,Other,Divorced,Karnataka,Self-Employed,Hospitality,78.73,655,Good,0,2018-04-18,BR0002
CUST06154,Customer_6154,62,Male,Divorced,Karnataka,Salaried,Manufacturing,39.86,553,Fair,1,2016-03-23,BR0030
CUST06155,Customer_6155,30,Male,Divorced,Karnataka,Self-Employed,IT,48.35,755,Very Good,4,2016-07-16,BR0020
CUST06156,Customer_6156,27,Female,Widowed,Haryana,Retired,Banking,53.16,820,Very Good,1,2018-03-28,BR0008
CUST06157,Customer_6157,64,Male,Widowed,Tamil Nadu,Business Owner,Banking,13.97,807,Very Good,0,2017-05-18,BR0025
CUST06158,Customer_6158,26,Female,Divorced,Tamil Nadu,Freelancer,Education,22.11,809,Very Good,1,2018-08-07,BR0035
CUST06159,Customer_6159,42,Other,Divorced,Delhi,Business Owner,Real Estate,27.51,870,Excellent,0,2018-04-09,BR0016
CUST06160,Customer_6160,48,Female,Married,Bihar,Business Owner,Retail,21.02,868,Excellent,0,2021-01-23,BR0033
CUST06161,Customer_6161,40,Female,Divorced,Punjab,Salaried,Real Estate,59.1,801,Very Good,2,2016-09-23,BR0024
CUST06162,Customer_6162,25,Male,Married,Madhya Pradesh,Government Employee,Education,32.02,836,Very Good,3,2021-06-08,BR0044
CUST06163,Customer_6163,25,Other,Single,Andhra Pradesh,Government Employee,Retail,76.67,595,Fair,4,2018-10-23,BR0034
CUST06164,Customer_6164,40,Female,Married,Bihar,Retired,FMCG,2.92,694,Good,2,2017-09-05,BR0031
CUST06165,Customer_6165,24,Other,Single,Kerala,Retired,Education,39.19,866,Excellent,3,2021-02-24,BR0016
CUST06166,Customer_6166,42,Male,Divorced,Gujarat,Salaried,Healthcare,66.35,325,Poor,3,2019-01-24,BR0024
CUST06167,Customer_6167,38,Female,Married,Bihar,Retired,Education,6.5,836,Very Good,0,2017-09-11,BR0041
CUST06168,Customer_6168,34,Male,Divorced,Maharashtra,Self-Employed,Manufacturing,31.95,681,Good,0,2015-04-29,BR0018
CUST06169,Customer_6169,44,Other,Divorced,Uttar Pradesh,Salaried,FMCG,42.72,723,Good,2,2017-02-07,BR0020
CUST06170,Customer_6170,62,Female,Widowed,Bihar,Self-Employed,Real Estate,50.53,752,Very Good,4,2016-05-24,BR0027
CUST06171,Customer_6171,46,Female,Widowed,Tamil Nadu,Freelancer,Hospitality,60.01,873,Excellent,0,2017-12-04,BR0023
CUST06172,Customer_6172,43,Male,Married,Tamil Nadu,Salaried,Hospitality,34.7,774,Very Good,1,2015-10-30,BR0045
CUST06173,Customer_6173,31,Male,Single,Punjab,Salaried,Retail,6.04,841,Very Good,4,2020-06-26,BR0031
CUST06174,Customer_6174,34,Male,Widowed,Haryana,Government Employee,Construction,4.42,885,Excellent,4,2020-10-16,BR0007
CUST06175,Customer_6175,58,Female,Single,Haryana,Government Employee,FMCG,62.53,820,Very Good,3,2020-09-17,BR0043
CUST06176,Customer_6176,54,Male,Widowed,Rajasthan,Salaried,Hospitality,66.25,675,Good,4,2017-05-25,BR0015
CUST06177,Customer_6177,56,Female,Single,Delhi,Business Owner,IT,40.45,346,Poor,2,2018-06-02,BR0013
CUST06178,Customer_6178,60,Other,Divorced,West Bengal,Freelancer,Retail,77.13,698,Good,4,2018-02-28,BR0016
CUST06179,Customer_6179,59,Male,Divorced,Haryana,Retired,IT,68.93,677,Good,0,2018-10-09,BR0050
CUST06180,Customer_6180,36,Other,Widowed,Karnataka,Salaried,IT,42.85,797,Very Good,1,2017-01-17,BR0015
CUST06181,Customer_6181,24,Other,Married,Uttar Pradesh,Freelancer,Construction,73.24,564,Fair,3,2015-09-05,BR0008
CUST06182,Customer_6182,53,Female,Divorced,Rajasthan,Salaried,Education,27.49,695,Good,0,2021-02-05,BR0006
CUST06183,Customer_6183,51,Male,Divorced,Karnataka,Government Employee,FMCG,75.0,874,Excellent,1,2018-04-26,BR0020
CUST06184,Customer_6184,36,Male,Divorced,Punjab,Freelancer,Manufacturing,61.55,711,Good,0,2015-03-07,BR0033
CUST06185,Customer_6185,24,Female,Divorced,Kerala,Salaried,Retail,16.27,527,Poor,2,2021-08-09,BR0031
CUST06186,Customer_6186,38,Female,Divorced,Karnataka,Business Owner,Healthcare,48.39,883,Excellent,3,2018-10-19,BR0048
CUST06187,Customer_6187,35,Male,Single,Rajasthan,Self-Employed,Banking,60.92,612,Fair,1,2019-01-06,BR0027
CUST06188,Customer_6188,44,Female,Married,Andhra Pradesh,Business Owner,Construction,40.94,676,Good,4,2021-10-25,BR0005
CUST06189,Customer_6189,61,Male,Single,Karnataka,Business Owner,Healthcare,66.89,494,Poor,0,2015-10-23,BR0009
CUST06190,Customer_6190,50,Female,Married,Rajasthan,Freelancer,Hospitality,32.6,653,Good,2,2020-04-12,BR0035
CUST06191,Customer_6191,52,Other,Divorced,Telangana,Business Owner,Healthcare,9.94,664,Good,0,2020-06-05,BR0048
CUST06192,Customer_6192,33,Other,Married,Delhi,Freelancer,Hospitality,22.07,881,Excellent,2,2015-08-14,BR0043
CUST06193,Customer_6193,40,Other,Single,Tamil Nadu,Government Employee,Banking,45.63,880,Excellent,0,2019-11-24,BR0005
CUST06194,Customer_6194,62,Other,Single,Punjab,Self-Employed,FMCG,61.33,687,Good,1,2020-12-15,BR0045
CUST06195,Customer_6195,30,Female,Divorced,Punjab,Business Owner,IT,26.34,726,Good,4,2020-03-22,BR0016
CUST06196,Customer_6196,35,Other,Widowed,Maharashtra,Self-Employed,Construction,49.23,555,Fair,1,2018-01-27,BR0011
CUST06197,Customer_6197,59,Male,Divorced,Kerala,Government Employee,Retail,14.49,845,Very Good,2,2018-06-07,BR0020
CUST06198,Customer_6198,46,Female,Widowed,Gujarat,Retired,FMCG,25.26,892,Excellent,2,2021-05-14,BR0008
CUST06199,Customer_6199,37,Female,Married,Andhra Pradesh,Self-Employed,Manufacturing,7.86,551,Fair,4,2016-01-18,BR0023
CUST06200,Customer_6200,59,Male,Married,Uttar Pradesh,Freelancer,Construction,43.73,719,Good,4,2019-08-14,BR0025
CUST06201,Customer_6201,24,Male,Married,Tamil Nadu,Business Owner,Manufacturing,78.37,820,Very Good,0,2017-10-06,BR0043
CUST06202,Customer_6202,59,Other,Divorced,Kerala,Freelancer,Real Estate,15.8,671,Good,2,2020-01-16,BR0002
CUST06203,Customer_6203,35,Male,Single,Andhra Pradesh,Salaried,Retail,44.76,402,Poor,1,2018-02-13,BR0031
CUST06204,Customer_6204,25,Male,Divorced,Delhi,Business Owner,Healthcare,6.8,862,Excellent,1,2019-12-03,BR0023
CUST06205,Customer_6205,50,Female,Divorced,Andhra Pradesh,Freelancer,Manufacturing,29.04,895,Excellent,3,2017-08-07,BR0049
CUST06206,Customer_6206,63,Other,Divorced,Andhra Pradesh,Retired,Banking,33.94,558,Fair,3,2019-02-19,BR0029
CUST06207,Customer_6207,55,Male,Widowed,Uttar Pradesh,Business Owner,Education,59.57,597,Fair,0,2019-12-02,BR0010
CUST06208,Customer_6208,57,Male,Widowed,Maharashtra,Salaried,Banking,8.34,669,Good,0,2018-05-30,BR0031
CUST06209,Customer_6209,32,Male,Divorced,Rajasthan,Self-Employed,Manufacturing,65.69,861,Excellent,4,2019-07-19,BR0046
CUST06210,Customer_6210,42,Male,Single,Madhya Pradesh,Business Owner,Real Estate,63.9,586,Fair,0,2015-04-25,BR0034
CUST06211,Customer_6211,42,Male,Divorced,Madhya Pradesh,Self-Employed,IT,59.49,816,Very Good,3,2021-11-27,BR0026
CUST06212,Customer_6212,28,Other,Widowed,Kerala,Retired,Hospitality,5.29,825,Very Good,3,2018-09-10,BR0048
CUST06213,Customer_6213,58,Other,Widowed,Maharashtra,Freelancer,Construction,10.21,778,Very Good,3,2020-10-28,BR0048
CUST06214,Customer_6214,26,Other,Single,Uttar Pradesh,Government Employee,Manufacturing,56.26,683,Good,3,2018-08-05,BR0028
CUST06215,Customer_6215,52,Female,Widowed,West Bengal,Retired,Construction,43.21,447,Poor,2,2016-04-29,BR0047
CUST06216,Customer_6216,49,Other,Divorced,Karnataka,Freelancer,Construction,18.02,752,Very Good,2,2020-04-01,BR0040
CUST06217,Customer_6217,41,Female,Divorced,Bihar,Freelancer,Manufacturing,69.9,758,Very Good,2,2015-03-16,BR0026
CUST06218,Customer_6218,54,Male,Single,Delhi,Government Employee,Banking,28.78,821,Very Good,4,2020-06-29,BR0013
CUST06219,Customer_6219,39,Female,Single,Haryana,Business Owner,Hospitality,45.82,757,Very Good,3,2019-08-12,BR0029
CUST06220,Customer_6220,45,Female,Divorced,Gujarat,Salaried,Healthcare,56.4,662,Good,1,2016-01-20,BR0013
CUST06221,Customer_6221,40,Male,Widowed,Kerala,Retired,Education,32.27,893,Excellent,3,2016-01-25,BR0015
CUST06222,Customer_6222,62,Male,Single,Uttar Pradesh,Retired,Real Estate,38.4,795,Very Good,2,2015-09-27,BR0041
CUST06223,Customer_6223,31,Male,Married,Tamil Nadu,Retired,Banking,71.04,584,Fair,4,2021-11-20,BR0044
CUST06224,Customer_6224,34,Female,Widowed,Uttar Pradesh,Salaried,Real Estate,11.35,437,Poor,0,2021-06-08,BR0026
CUST06225,Customer_6225,33,Other,Married,Karnataka,Business Owner,Hospitality,13.59,804,Very Good,2,2017-04-11,BR0029
CUST06226,Customer_6226,49,Other,Divorced,Tamil Nadu,Self-Employed,Banking,58.6,550,Fair,1,2019-12-05,BR0009
CUST06227,Customer_6227,24,Female,Single,Rajasthan,Retired,Banking,31.0,709,Good,1,2015-03-09,BR0016
CUST06228,Customer_6228,51,Female,Divorced,Madhya Pradesh,Freelancer,IT,39.08,680,Good,4,2020-10-16,BR0014
CUST06229,Customer_6229,22,Other,Divorced,Telangana,Salaried,Banking,66.07,821,Very Good,0,2018-02-13,BR0038
CUST06230,Customer_6230,48,Female,Single,Bihar,Retired,Manufacturing,25.57,724,Good,3,2017-05-19,BR0029
CUST06231,Customer_6231,61,Female,Married,Maharashtra,Self-Employed,Construction,5.17,753,Very Good,4,2021-03-30,BR0046
CUST06232,Customer_6232,32,Female,Single,Madhya Pradesh,Retired,Banking,36.75,887,Excellent,3,2015-06-09,BR0005
CUST06233,Customer_6233,42,Male,Divorced,Gujarat,Self-Employed,Manufacturing,25.69,845,Very Good,0,2016-06-01,BR0040
CUST06234,Customer_6234,58,Male,Widowed,West Bengal,Freelancer,Real Estate,9.74,668,Good,0,2015-05-26,BR0038
CUST06235,Customer_6235,33,Other,Divorced,Karnataka,Government Employee,IT,66.26,871,Excellent,4,2020-10-10,BR0014
CUST06236,Customer_6236,28,Other,Single,Tamil Nadu,Business Owner,Retail,68.67,815,Very Good,0,2020-02-15,BR0007
CUST06237,Customer_6237,41,Male,Single,Bihar,Business Owner,Real Estate,45.14,900,Excellent,2,2015-04-13,BR0036
CUST06238,Customer_6238,30,Other,Widowed,Telangana,Business Owner,Construction,30.19,890,Excellent,0,2021-09-02,BR0032
CUST06239,Customer_6239,39,Female,Widowed,Punjab,Government Employee,Real Estate,56.81,837,Very Good,4,2016-10-01,BR0011
CUST06240,Customer_6240,34,Female,Married,Andhra Pradesh,Business Owner,IT,33.33,618,Fair,2,2019-07-28,BR0018
CUST06241,Customer_6241,51,Other,Widowed,Gujarat,Self-Employed,FMCG,79.71,639,Fair,2,2021-02-07,BR0035
CUST06242,Customer_6242,41,Male,Married,Gujarat,Business Owner,IT,36.19,876,Excellent,0,2015-10-15,BR0028
CUST06243,Customer_6243,64,Other,Divorced,Haryana,Salaried,Construction,14.58,325,Poor,0,2016-02-19,BR0045
CUST06244,Customer_6244,48,Male,Single,Kerala,Government Employee,Hospitality,16.26,401,Poor,1,2019-08-02,BR0047
CUST06245,Customer_6245,33,Male,Single,Karnataka,Salaried,FMCG,23.45,621,Fair,1,2015-10-12,BR0020
CUST06246,Customer_6246,26,Female,Married,Karnataka,Retired,Education,12.55,825,Very Good,2,2015-01-18,BR0043
CUST06247,Customer_6247,44,Female,Married,Kerala,Government Employee,Manufacturing,56.87,817,Very Good,3,2016-12-09,BR0050
CUST06248,Customer_6248,39,Male,Widowed,Punjab,Self-Employed,Manufacturing,37.94,847,Very Good,4,2021-03-25,BR0037
CUST06249,Customer_6249,53,Female,Widowed,Karnataka,Salaried,Retail,6.09,534,Poor,3,2018-02-27,BR0019
CUST06250,Customer_6250,44,Other,Widowed,Punjab,Government Employee,Retail,50.87,723,Good,2,2016-08-29,BR0041
CUST06251,Customer_6251,26,Male,Widowed,Punjab,Retired,Manufacturing,10.1,661,Good,1,2019-11-24,BR0043
CUST06252,Customer_6252,46,Other,Single,West Bengal,Salaried,Retail,12.63,888,Excellent,4,2017-06-27,BR0037
CUST06253,Customer_6253,40,Male,Divorced,Karnataka,Business Owner,Banking,68.4,564,Fair,0,2019-09-01,BR0043
CUST06254,Customer_6254,41,Male,Divorced,Haryana,Government Employee,Manufacturing,12.78,822,Very Good,3,2018-04-06,BR0004
CUST06255,Customer_6255,23,Other,Divorced,Andhra Pradesh,Self-Employed,Real Estate,72.68,714,Good,0,2017-12-25,BR0015
CUST06256,Customer_6256,62,Female,Widowed,Gujarat,Government Employee,FMCG,57.81,740,Good,1,2021-10-08,BR0031
CUST06257,Customer_6257,27,Male,Single,Uttar Pradesh,Self-Employed,Retail,67.64,755,Very Good,2,2020-07-16,BR0023
CUST06258,Customer_6258,62,Female,Widowed,Rajasthan,Government Employee,Banking,39.43,841,Very Good,2,2019-09-11,BR0018
CUST06259,Customer_6259,46,Female,Divorced,Kerala,Freelancer,Manufacturing,31.67,813,Very Good,1,2018-05-24,BR0045
CUST06260,Customer_6260,54,Other,Divorced,Bihar,Salaried,Retail,61.72,624,Fair,1,2018-05-20,BR0050
CUST06261,Customer_6261,31,Female,Divorced,Tamil Nadu,Freelancer,Healthcare,79.51,604,Fair,2,2018-03-21,BR0045
CUST06262,Customer_6262,62,Male,Single,Gujarat,Retired,Construction,33.37,589,Fair,1,2018-07-15,BR0040
CUST06263,Customer_6263,24,Male,Married,Uttar Pradesh,Business Owner,Manufacturing,67.8,871,Excellent,2,2019-06-28,BR0038
CUST06264,Customer_6264,25,Male,Widowed,Uttar Pradesh,Business Owner,Retail,9.04,735,Good,4,2020-02-17,BR0037
CUST06265,Customer_6265,24,Male,Divorced,Delhi,Salaried,Construction,79.26,417,Poor,0,2020-08-01,BR0023
CUST06266,Customer_6266,24,Other,Married,Rajasthan,Business Owner,Education,28.16,887,Excellent,0,2017-05-08,BR0028
CUST06267,Customer_6267,39,Female,Married,Haryana,Self-Employed,IT,56.6,485,Poor,4,2018-09-24,BR0038
CUST06268,Customer_6268,42,Male,Married,Madhya Pradesh,Freelancer,Manufacturing,79.27,348,Poor,2,2018-10-11,BR0037
CUST06269,Customer_6269,44,Male,Divorced,Delhi,Retired,Banking,30.99,844,Very Good,0,2019-11-11,BR0026
CUST06270,Customer_6270,43,Male,Single,Telangana,Salaried,Manufacturing,31.82,677,Good,3,2015-01-02,BR0014
CUST06271,Customer_6271,30,Other,Divorced,Tamil Nadu,Retired,Retail,21.71,835,Very Good,3,2015-10-18,BR0019
CUST06272,Customer_6272,39,Male,Widowed,Kerala,Self-Employed,Manufacturing,57.4,894,Excellent,3,2018-10-16,BR0005
CUST06273,Customer_6273,41,Male,Single,Andhra Pradesh,Business Owner,FMCG,11.76,884,Excellent,4,2020-08-04,BR0012
