loan_id,customer_id,loan_type,loan_amount_lakh,interest_rate_pct,tenure_months,emi_amount,disbursement_date,branch_id,loan_status,emi_missed_count,days_past_due,is_npa,collateral_type,processing_fee_pct
LOAN008427,CUST02349,Business Loan,68.16,16.18,24,334319.07,2023-02-02,BR0004,Closed,0,0,0,FD,0.86
LOAN008428,CUST04225,Education Loan,3.9,15.31,12,35257.82,2022-05-31,BR0016,Closed,0,0,0,Vehicle,1.74
LOAN008429,CUST04348,Home Loan,20.0,9.91,240,19181.33,2024-08-28,BR0012,Active,0,0,0,Vehicle,2.23
LOAN008430,CUST06494,Home Loan,149.8,12.43,36,500632.51,2021-12-23,BR0020,Active,0,0,0,FD,0.72
LOAN008431,CUST08321,Auto Loan,9.13,10.13,120,12131.18,2024-07-30,BR0026,NPA,3,48,1,FD,2.42
LOAN008432,CUST02110,Auto Loan,10.66,10.29,12,93862.18,2022-07-03,BR0012,NPA,5,140,1,Vehicle,0.57
LOAN008433,CUST04191,Personal Loan,9.84,10.81,24,45775.36,2023-02-09,BR0011,Closed,0,0,0,None,2.09
LOAN008434,CUST07595,Education Loan,11.11,16.68,48,31874.31,2022-09-27,BR0041,Active,2,60,0,FD,0.8
LOAN008435,CUST07371,Auto Loan,7.09,13.38,120,10745.63,2021-07-15,BR0021,Active,0,0,0,Property,2.33
LOAN008436,CUST00762,Auto Loan,15.5,15.43,48,43476.27,2022-10-13,BR0008,Closed,2,78,0,FD,1.62
LOAN008437,CUST06276,Home Loan,132.31,15.99,12,1200397.37,2020-05-31,BR0045,NPA,6,144,1,Property,0.83
LOAN008438,CUST04130,Business Loan,68.26,13.6,24,326447.54,2020-03-12,BR0024,Closed,0,0,0,Vehicle,2.04
LOAN008439,CUST07389,Home Loan,88.63,7.97,36,277611.56,2021-07-09,BR0013,Closed,2,74,0,Vehicle,1.03
LOAN008440,CUST06388,Gold Loan,4.58,7.71,120,5486.87,2024-10-23,BR0036,Active,0,0,0,None,2.07
LOAN008441,CUST09862,Gold Loan,3.51,16.77,60,8679.9,2020-04-27,BR0018,NPA,6,174,1,FD,1.53
LOAN008442,CUST01932,Business Loan,54.16,15.18,240,72038.69,2023-12-20,BR0029,Active,0,0,0,FD,1.47
LOAN008443,CUST06304,Personal Loan,9.32,12.72,120,13762.26,2022-06-22,BR0050,Active,0,0,0,Property,1.11
LOAN008444,CUST01720,Personal Loan,0.79,10.42,12,6960.8,2021-07-21,BR0015,Active,0,0,0,None,2.06
LOAN008445,CUST07352,Home Loan,68.11,10.7,180,76135.41,2024-07-01,BR0038,Active,0,0,0,FD,2.45
LOAN008446,CUST07809,Home Loan,62.29,11.72,48,163178.42,2020-02-25,BR0018,Active,0,0,0,FD,1.24
LOAN008447,CUST03100,Personal Loan,6.4,16.53,84,12905.67,2023-11-12,BR0007,NPA,3,81,1,Gold,0.74
LOAN008448,CUST08349,Personal Loan,2.9,10.32,60,6207.4,2020-07-07,BR0005,Active,0,0,0,Property,1.07
LOAN008449,CUST08693,Home Loan,87.23,11.27,180,100629.28,2022-08-08,BR0028,Restructured,0,0,0,None,0.61
LOAN008450,CUST07362,Gold Loan,2.79,12.0,48,7347.14,2021-05-17,BR0005,NPA,3,111,1,Gold,1.96
LOAN008451,CUST03341,Education Loan,5.91,13.78,36,20135.89,2020-10-20,BR0008,Restructured,0,0,0,Vehicle,1.14
LOAN008452,CUST07110,Education Loan,4.73,16.37,48,13494.75,2021-07-06,BR0036,Active,0,0,0,None,1.2
LOAN008453,CUST01353,Education Loan,8.2,8.24,120,10053.16,2020-08-13,BR0027,Restructured,0,0,0,FD,1.46
LOAN008454,CUST04929,Gold Loan,7.36,16.99,84,15036.5,2024-03-03,BR0024,Active,0,0,0,FD,1.65
LOAN008455,CUST01159,Auto Loan,13.14,18.2,240,20481.59,2020-01-05,BR0011,Restructured,0,0,0,Property,0.77
LOAN008456,CUST09551,Gold Loan,3.94,11.11,48,10204.2,2021-11-22,BR0003,Active,0,0,0,FD,0.57
LOAN008457,CUST06921,Business Loan,23.96,18.2,24,119849.82,2020-02-28,BR0011,NPA,6,102,1,Property,1.61
LOAN008458,CUST08689,Gold Loan,4.45,11.73,36,14723.05,2020-02-23,BR0013,Closed,0,0,0,None,2.25
LOAN008459,CUST03310,Personal Loan,9.68,16.54,12,88075.02,2022-08-01,BR0027,Active,0,0,0,None,2.25
LOAN008460,CUST09354,Gold Loan,7.25,7.95,24,32773.26,2021-12-28,BR0005,Active,0,0,0,None,0.89
LOAN008461,CUST08382,Gold Loan,0.77,7.79,36,2405.45,2022-12-12,BR0021,NPA,6,222,1,FD,2.15
LOAN008462,CUST01432,Gold Loan,6.49,12.6,48,17282.48,2020-11-17,BR0012,Active,0,0,0,FD,1.72
LOAN008463,CUST00681,Gold Loan,5.56,13.23,120,8377.27,2022-10-28,BR0026,Active,0,0,0,None,2.3
LOAN008464,CUST07360,Personal Loan,0.58,10.45,48,1483.6,2023-05-02,BR0021,Active,0,0,0,Gold,1.97
LOAN008465,CUST00315,Home Loan,50.06,11.19,240,52320.21,2022-07-18,BR0012,Active,0,0,0,Vehicle,1.57
LOAN008466,CUST01445,Auto Loan,14.77,10.21,60,31534.72,2020-02-08,BR0033,Closed,0,0,0,Vehicle,0.83
LOAN008467,CUST05791,Gold Loan,2.25,15.29,48,6295.04,2021-01-28,BR0030,Active,0,0,0,Vehicle,2.31
LOAN008468,CUST05045,Gold Loan,6.75,17.91,120,12123.42,2024-09-23,BR0023,NPA,3,99,1,Gold,1.9
LOAN008469,CUST05128,Auto Loan,9.73,10.4,36,31579.02,2020-01-20,BR0014,Active,0,0,0,FD,1.45
LOAN008470,CUST02788,Education Loan,2.15,9.28,12,18830.0,2022-08-04,BR0042,Active,1,30,0,Vehicle,2.16
LOAN008471,CUST04578,Education Loan,5.18,12.53,24,24512.46,2024-12-11,BR0042,Closed,0,0,0,Vehicle,1.55
LOAN008472,CUST04024,Personal Loan,4.14,10.14,240,4033.67,2024-06-12,BR0004,Active,0,0,0,Vehicle,1.66
LOAN008473,CUST08613,Home Loan,74.42,10.29,60,159184.51,2023-10-15,BR0040,Restructured,1,26,0,FD,1.96
LOAN008474,CUST04195,Home Loan,65.42,10.26,60,139836.57,2023-06-20,BR0041,NPA,4,136,1,None,1.05
LOAN008475,CUST01638,Business Loan,65.45,7.68,60,131708.92,2023-07-28,BR0026,Restructured,1,22,0,Gold,1.43
LOAN008476,CUST01659,Home Loan,28.21,18.22,12,258924.71,2020-07-19,BR0044,Active,0,0,0,Vehicle,2.36
LOAN008477,CUST02002,Auto Loan,17.43,9.19,180,17876.21,2021-03-18,BR0023,Active,0,0,0,Gold,2.14
LOAN008478,CUST09873,Auto Loan,3.91,17.22,12,35701.89,2022-02-08,BR0005,Closed,0,0,0,None,1.22
LOAN008479,CUST05476,Home Loan,80.07,13.77,84,149035.78,2020-09-09,BR0035,Active,0,0,0,FD,2.21
LOAN008480,CUST04610,Home Loan,26.71,10.85,84,45523.64,2021-03-28,BR0031,Closed,0,0,0,Gold,1.46
LOAN008481,CUST00052,Home Loan,68.93,17.92,180,110609.8,2020-02-06,BR0002,Active,0,0,0,None,0.98
LOAN008482,CUST09857,Auto Loan,9.13,7.81,84,14143.94,2021-05-06,BR0020,Active,0,0,0,Property,1.53
LOAN008483,CUST06478,Personal Loan,2.28,13.6,240,2769.23,2023-09-27,BR0008,Active,0,0,0,Gold,2.28
LOAN008484,CUST04267,Personal Loan,7.53,15.65,84,14806.42,2021-08-10,BR0036,Restructured,0,0,0,Property,1.84
LOAN008485,CUST01840,Business Loan,57.49,11.21,48,149172.89,2021-08-13,BR0023,Active,0,0,0,FD,2.2
LOAN008486,CUST02454,Education Loan,3.81,14.98,120,6142.2,2021-01-15,BR0008,NPA,3,54,1,Gold,1.94
LOAN008487,CUST08513,Auto Loan,16.06,15.22,36,55845.7,2021-08-26,BR0044,Closed,0,0,0,FD,0.6
LOAN008488,CUST04601,Business Loan,68.69,16.12,84,136902.4,2023-11-24,BR0002,Active,0,0,0,Property,2.06
LOAN008489,CUST07101,Gold Loan,5.3,12.27,12,47156.83,2022-10-30,BR0042,Restructured,0,0,0,Vehicle,2.15
LOAN008490,CUST09023,Auto Loan,4.03,14.28,60,9435.71,2024-06-27,BR0042,NPA,6,90,1,None,2.41
LOAN008491,CUST09332,Business Loan,55.77,11.08,180,63668.45,2022-06-21,BR0046,NPA,5,185,1,Property,2.22
LOAN008492,CUST08170,Home Loan,28.21,11.63,60,62225.41,2020-09-12,BR0033,Active,0,0,0,Vehicle,1.09
LOAN008493,CUST04861,Auto Loan,9.79,18.07,240,15161.78,2020-03-03,BR0017,Active,0,0,0,None,1.96
LOAN008494,CUST04255,Business Loan,58.8,7.86,60,118831.62,2023-07-04,BR0025,Active,0,0,0,FD,0.99
LOAN008495,CUST03876,Personal Loan,1.61,13.56,12,14422.42,2021-08-12,BR0005,Active,0,0,0,Vehicle,1.42
LOAN008496,CUST07160,Personal Loan,1.9,16.75,84,3855.4,2024-04-20,BR0028,Restructured,0,0,0,Vehicle,1.02
LOAN008497,CUST09352,Home Loan,133.2,14.27,240,168255.35,2022-09-13,BR0021,Restructured,0,0,0,Gold,0.76
LOAN008498,CUST09424,Gold Loan,1.02,13.05,60,2323.43,2021-12-14,BR0036,Active,1,31,0,Vehicle,0.85
LOAN008499,CUST07474,Home Loan,108.65,13.51,60,250057.95,2024-10-01,BR0039,Active,0,0,0,Gold,1.29
LOAN008500,CUST04936,Education Loan,12.85,16.86,180,19648.85,2023-01-07,BR0035,Restructured,0,0,0,Vehicle,1.69
LOAN008501,CUST09231,Auto Loan,7.86,10.64,240,7921.32,2024-03-07,BR0048,Active,0,0,0,FD,1.02
LOAN008502,CUST04691,Home Loan,82.06,9.47,60,172220.99,2020-06-07,BR0001,NPA,3,81,1,Property,1.66
LOAN008503,CUST08739,Home Loan,112.51,10.09,84,187303.54,2023-09-09,BR0010,Active,0,0,0,Property,1.02
LOAN008504,CUST02195,Personal Loan,8.69,10.68,36,28318.44,2022-11-13,BR0035,Restructured,0,0,0,None,1.63
LOAN008505,CUST09308,Home Loan,71.99,15.06,48,200572.58,2021-01-04,BR0032,Active,0,0,0,Vehicle,1.49
LOAN008506,CUST05455,Gold Loan,3.85,12.87,120,5718.98,2020-07-23,BR0009,Active,0,0,0,Property,1.17
LOAN008507,CUST07462,Home Loan,66.36,18.21,120,120469.52,2022-04-29,BR0033,Restructured,0,0,0,FD,2.13
LOAN008508,CUST09240,Business Loan,16.54,8.12,180,15921.28,2024-03-09,BR0046,Restructured,2,42,0,Property,1.56
LOAN008509,CUST06045,Education Loan,12.96,16.06,24,63493.35,2021-10-29,BR0006,Active,0,0,0,None,0.85
LOAN008510,CUST09918,Business Loan,71.43,10.07,84,118840.77,2020-03-27,BR0050,Active,0,0,0,Gold,0.74
LOAN008511,CUST06274,Gold Loan,4.29,9.87,240,4103.06,2020-12-14,BR0023,Active,0,0,0,FD,1.78
LOAN008512,CUST07425,Auto Loan,18.89,12.35,60,42354.63,2024-11-21,BR0040,Restructured,0,0,0,Gold,2.34
LOAN008513,CUST08714,Education Loan,3.64,13.88,24,17456.06,2022-01-01,BR0040,Active,0,0,0,Property,2.1
LOAN008514,CUST09845,Auto Loan,13.06,15.65,24,63727.63,2022-12-23,BR0050,Closed,0,0,0,Property,2.35
LOAN008515,CUST09631,Gold Loan,0.77,10.27,24,3562.76,2022-06-16,BR0031,Active,0,0,0,Property,2.14
LOAN008516,CUST03036,Education Loan,10.5,8.76,120,13164.96,2024-07-08,BR0002,NPA,3,51,1,Gold,2.49
LOAN008517,CUST09292,Education Loan,9.26,13.1,180,11777.14,2024-03-14,BR0036,Active,0,0,0,Vehicle,1.38
LOAN008518,CUST01768,Auto Loan,7.92,17.25,60,19789.86,2022-09-02,BR0050,Closed,2,32,0,Vehicle,0.57
LOAN008519,CUST09547,Gold Loan,7.65,11.66,36,25284.9,2022-01-20,BR0042,Active,0,0,0,Property,1.15
LOAN008520,CUST01796,Education Loan,10.49,15.57,180,15093.34,2024-10-20,BR0021,NPA,5,150,1,Property,0.69
LOAN008521,CUST07947,Gold Loan,6.36,17.46,24,31586.03,2021-09-20,BR0045,Restructured,1,36,0,Vehicle,2.37
LOAN008522,CUST05897,Business Loan,63.28,17.27,120,111064.17,2023-11-18,BR0003,Active,0,0,0,FD,2.11
LOAN008523,CUST00409,Education Loan,12.94,17.66,12,118424.63,2022-06-18,BR0026,Active,0,0,0,Property,1.75
LOAN008524,CUST00383,Gold Loan,4.99,11.96,12,44326.21,2022-11-05,BR0007,Restructured,0,0,0,None,1.55
LOAN008525,CUST03039,Education Loan,12.87,12.3,60,28824.1,2020-04-22,BR0042,Restructured,0,0,0,FD,2.23
LOAN008526,CUST00584,Auto Loan,12.07,8.42,48,29704.94,2020-03-17,BR0031,NPA,4,156,1,Gold,2.36
LOAN008527,CUST09721,Business Loan,76.3,12.03,240,84172.51,2020-03-14,BR0046,NPA,3,81,1,FD,0.85
LOAN008528,CUST06776,Home Loan,105.44,17.05,84,215779.91,2023-07-14,BR0025,Active,0,0,0,FD,2.44
LOAN008529,CUST04982,Education Loan,4.81,16.08,84,9575.58,2021-01-04,BR0024,Restructured,1,26,0,Gold,1.45
LOAN008530,CUST09746,Business Loan,77.7,17.76,60,196293.89,2020-10-11,BR0008,Active,0,0,0,Vehicle,1.5
LOAN008531,CUST01597,Home Loan,68.91,9.25,240,63112.38,2022-08-12,BR0036,Restructured,1,16,0,FD,1.41
LOAN008532,CUST04818,Auto Loan,18.16,13.35,36,61494.81,2022-04-09,BR0012,Active,0,0,0,Property,1.53
LOAN008533,CUST03804,Education Loan,14.83,14.37,240,18841.26,2020-12-03,BR0035,Active,0,0,0,FD,1.27
LOAN008534,CUST00334,Auto Loan,6.81,10.87,84,11613.88,2022-06-25,BR0006,Restructured,0,0,0,Property,1.95
LOAN008535,CUST02223,Home Loan,77.94,13.48,36,264416.24,2020-06-06,BR0020,Active,0,0,0,Gold,1.42
LOAN008536,CUST06608,Auto Loan,15.58,10.88,84,26578.56,2022-07-19,BR0009,Restructured,0,0,0,Vehicle,1.49
LOAN008537,CUST00957,Gold Loan,7.15,17.71,240,10875.37,2022-03-08,BR0009,Restructured,0,0,0,Property,1.23
LOAN008538,CUST07878,Personal Loan,3.88,8.43,36,12235.62,2023-10-03,BR0002,Active,0,0,0,FD,1.66
LOAN008539,CUST07503,Business Loan,41.29,9.74,84,67992.87,2023-12-12,BR0014,Restructured,0,0,0,None,1.52
LOAN008540,CUST02220,Gold Loan,4.82,16.08,240,6734.8,2024-01-26,BR0012,Restructured,0,0,0,None,1.29
LOAN008541,CUST06603,Auto Loan,5.68,12.16,180,6875.53,2024-06-11,BR0050,Closed,0,0,0,Vehicle,1.74
LOAN008542,CUST04054,Gold Loan,6.91,18.15,36,25033.33,2022-01-15,BR0012,Restructured,0,0,0,Property,2.2
LOAN008543,CUST02377,Auto Loan,11.59,10.92,12,102391.1,2023-10-15,BR0002,Closed,0,0,0,Vehicle,0.54
LOAN008544,CUST01769,Home Loan,118.04,16.7,36,419084.51,2023-02-12,BR0001,NPA,3,108,1,Property,2.19
LOAN008545,CUST06968,Home Loan,139.68,15.87,48,394927.67,2021-12-26,BR0027,NPA,3,48,1,Gold,0.76
LOAN008546,CUST08638,Auto Loan,10.06,11.92,120,14386.69,2021-11-22,BR0023,Closed,1,25,0,Vehicle,1.21
LOAN008547,CUST08365,Home Loan,20.05,17.01,12,182875.04,2024-05-01,BR0039,Restructured,2,46,0,None,1.97
LOAN008548,CUST08821,Home Loan,101.37,17.07,24,501537.25,2023-01-09,BR0001,Closed,0,0,0,Gold,0.8
LOAN008549,CUST04288,Personal Loan,1.43,8.58,180,1414.89,2024-04-07,BR0033,Closed,0,0,0,Property,2.03
LOAN008550,CUST01624,Auto Loan,16.53,7.51,240,13326.56,2021-07-20,BR0024,Closed,0,0,0,FD,1.7
LOAN008551,CUST03643,Auto Loan,13.01,16.49,48,37198.01,2020-06-17,BR0036,Active,0,0,0,Property,1.42
LOAN008552,CUST08045,Auto Loan,12.97,17.09,180,20043.67,2022-02-03,BR0033,Closed,1,23,0,Vehicle,1.89
LOAN008553,CUST02853,Education Loan,8.05,11.91,240,8813.29,2021-05-03,BR0026,Active,0,0,0,None,1.94
LOAN008554,CUST09639,Home Loan,61.95,9.35,48,155194.45,2020-03-03,BR0023,Active,0,0,0,None,1.77
LOAN008555,CUST00439,Business Loan,39.11,17.27,12,357203.11,2023-07-27,BR0031,Active,0,0,0,FD,1.61
LOAN008556,CUST02292,Personal Loan,3.34,12.39,180,4092.74,2020-03-22,BR0022,Active,0,0,0,FD,2.34
LOAN008557,CUST00382,Business Loan,56.21,17.68,60,141759.76,2023-03-26,BR0023,Closed,0,0,0,Gold,0.78
LOAN008558,CUST07801,Home Loan,60.76,9.41,24,278724.88,2022-06-14,BR0011,NPA,6,138,1,Gold,1.09
LOAN008559,CUST04508,Gold Loan,6.99,17.29,180,10901.63,2024-12-04,BR0019,Active,2,76,0,None,0.7
LOAN008560,CUST08280,Gold Loan,1.77,7.96,36,5543.27,2024-12-31,BR0040,Active,0,0,0,Vehicle,0.83
LOAN008561,CUST06299,Business Loan,16.92,17.78,180,26980.93,2023-11-05,BR0035,Active,0,0,0,Gold,1.03
LOAN008562,CUST01047,Auto Loan,4.14,17.98,240,6382.94,2022-03-06,BR0038,Active,0,0,0,Vehicle,2.46
LOAN008563,CUST02271,Gold Loan,6.6,18.08,36,23887.08,2024-09-22,BR0036,Active,1,36,0,None,0.92
LOAN008564,CUST09767,Business Loan,53.68,13.26,84,98414.83,2024-06-13,BR0038,Active,0,0,0,None,0.87
LOAN008565,CUST00371,Business Loan,72.39,15.11,240,95911.28,2022-10-24,BR0029,NPA,3,45,1,Vehicle,0.59
LOAN008566,CUST09082,Home Loan,35.36,9.77,48,89292.03,2021-04-10,BR0002,Active,0,0,0,Gold,0.88
LOAN008567,CUST05028,Home Loan,131.28,16.09,36,462125.06,2023-02-04,BR0029,Closed,2,72,0,FD,0.71
LOAN008568,CUST07980,Business Loan,19.94,17.74,240,30375.23,2020-02-19,BR0001,Restructured,0,0,0,FD,1.04
LOAN008569,CUST03314,Education Loan,4.6,17.99,24,22962.86,2021-08-11,BR0016,Active,0,0,0,FD,1.48
LOAN008570,CUST02874,Education Loan,5.45,9.59,12,47810.3,2020-05-17,BR0037,Active,0,0,0,FD,1.21
LOAN008571,CUST04799,Education Loan,14.18,16.8,84,28814.31,2023-01-31,BR0013,Active,0,0,0,Gold,0.86
LOAN008572,CUST04153,Business Loan,55.09,17.13,240,81351.11,2024-10-27,BR0007,Closed,0,0,0,FD,0.9
LOAN008573,CUST05078,Gold Loan,4.66,14.21,24,22420.26,2020-11-02,BR0041,NPA,6,192,1,None,0.8
LOAN008574,CUST02538,Personal Loan,1.51,9.04,240,1362.47,2021-01-22,BR0048,Active,0,0,0,Gold,2.13
LOAN008575,CUST04365,Auto Loan,8.04,10.87,12,71010.11,2023-04-21,BR0038,Active,1,30,0,None,2.03
LOAN008576,CUST04998,Gold Loan,5.25,14.53,60,12360.57,2021-09-21,BR0032,Active,0,0,0,Property,1.98
LOAN008577,CUST05488,Home Loan,45.55,18.19,24,227822.67,2021-03-24,BR0048,Closed,0,0,0,Gold,1.48
LOAN008578,CUST03308,Home Loan,20.83,10.16,240,20322.71,2022-11-30,BR0002,Closed,0,0,0,None,1.02
LOAN008579,CUST01984,Gold Loan,5.6,12.54,48,14895.86,2023-09-23,BR0033,Active,2,70,0,None,1.96
LOAN008580,CUST03346,Home Loan,62.4,15.34,84,121605.15,2021-11-24,BR0020,Active,0,0,0,FD,1.14
LOAN008581,CUST01079,Home Loan,92.52,7.57,36,288092.26,2020-07-11,BR0005,Restructured,2,40,0,FD,1.71
LOAN008582,CUST08940,Education Loan,8.24,13.67,240,10049.72,2020-04-10,BR0013,Closed,0,0,0,Gold,1.06
LOAN008583,CUST09020,Personal Loan,8.22,12.4,60,18451.52,2020-12-18,BR0041,NPA,3,93,1,Vehicle,2.42
LOAN008584,CUST02414,Home Loan,128.71,18.34,180,210433.51,2023-05-11,BR0006,NPA,6,90,1,Gold,0.83
LOAN008585,CUST08067,Auto Loan,8.43,18.44,24,42265.46,2020-01-16,BR0023,Active,0,0,0,Vehicle,1.54
LOAN008586,CUST06350,Business Loan,10.42,12.66,180,12951.57,2021-12-20,BR0030,Restructured,0,0,0,Gold,1.16
LOAN008587,CUST02043,Business Loan,16.01,8.5,48,39461.93,2020-01-31,BR0006,Active,0,0,0,Property,2.22
LOAN008588,CUST08513,Gold Loan,1.16,12.55,60,2612.71,2024-07-21,BR0044,Closed,0,0,0,None,1.03
LOAN008589,CUST00525,Personal Loan,0.57,17.89,48,1671.1,2021-02-06,BR0016,Restructured,0,0,0,None,1.62
LOAN008590,CUST07966,Business Loan,60.7,10.73,120,82689.25,2021-01-24,BR0008,Closed,0,0,0,Vehicle,1.3
LOAN008591,CUST03831,Auto Loan,12.95,12.08,120,18639.43,2024-12-17,BR0038,Closed,0,0,0,FD,1.72
LOAN008592,CUST00342,Home Loan,21.05,13.11,12,188121.52,2023-08-03,BR0013,Active,0,0,0,FD,1.2
LOAN008593,CUST03797,Business Loan,25.86,18.22,12,237355.3,2024-02-02,BR0016,Active,1,32,0,Vehicle,0.9
LOAN008594,CUST07384,Education Loan,2.1,15.37,240,2822.84,2021-09-29,BR0038,Active,0,0,0,Property,0.51
LOAN008595,CUST00252,Gold Loan,5.97,17.1,180,9230.2,2024-06-18,BR0045,Active,2,60,0,FD,0.91
LOAN008596,CUST05027,Business Loan,43.17,9.71,240,40833.95,2023-08-05,BR0033,Closed,0,0,0,Vehicle,2.33
LOAN008597,CUST00366,Education Loan,5.21,12.16,120,7523.1,2021-12-05,BR0019,Active,0,0,0,Gold,2.1
LOAN008598,CUST07944,Education Loan,10.56,10.17,84,17623.75,2023-03-09,BR0014,Active,0,0,0,Vehicle,2.09
LOAN008599,CUST04001,Home Loan,133.56,16.5,12,1214963.75,2020-06-08,BR0039,Active,0,0,0,None,1.74
LOAN008600,CUST09941,Gold Loan,0.84,15.89,48,2375.85,2021-09-26,BR0006,Active,0,0,0,None,1.47
LOAN008601,CUST06218,Home Loan,22.82,7.81,180,21558.41,2020-06-29,BR0013,Active,0,0,0,None,0.66
LOAN008602,CUST06160,Personal Loan,3.13,10.03,12,27522.04,2024-02-15,BR0033,Closed,0,0,0,Gold,1.73
LOAN008603,CUST07239,Auto Loan,16.17,18.45,60,41458.04,2023-05-22,BR0023,Closed,0,0,0,Vehicle,1.16
LOAN008604,CUST02349,Gold Loan,7.49,8.42,12,65299.87,2021-03-12,BR0004,Active,0,0,0,Property,2.22
LOAN008605,CUST08588,Personal Loan,3.25,12.62,120,4780.03,2022-08-19,BR0019,Active,1,37,0,Property,0.67
LOAN008606,CUST00204,Education Loan,8.66,13.38,84,15933.7,2021-01-27,BR0043,Active,0,0,0,None,1.93
LOAN008607,CUST06896,Auto Loan,6.67,18.04,120,12035.53,2020-06-09,BR0028,NPA,3,60,1,Gold,1.16
LOAN008608,CUST09501,Gold Loan,1.64,16.3,240,2318.65,2022-09-02,BR0044,NPA,5,105,1,Property,0.53
LOAN008609,CUST05249,Auto Loan,13.43,10.29,84,22497.14,2020-08-12,BR0043,Active,0,0,0,FD,2.13
LOAN008610,CUST05337,Personal Loan,9.91,8.33,180,9660.27,2024-03-02,BR0025,Closed,0,0,0,None,0.73
LOAN008611,CUST05752,Gold Loan,3.06,13.68,84,5680.49,2023-08-22,BR0035,NPA,3,63,1,Vehicle,1.53
LOAN008612,CUST02736,Gold Loan,6.4,7.79,240,5269.88,2024-03-29,BR0021,Active,1,23,0,None,1.07
LOAN008613,CUST08558,Gold Loan,7.05,10.96,36,23067.44,2023-07-24,BR0001,Restructured,0,0,0,Gold,1.91
LOAN008614,CUST08820,Education Loan,11.47,10.21,12,100951.58,2021-12-09,BR0006,Active,0,0,0,None,1.61
LOAN008615,CUST05959,Education Loan,10.65,13.61,84,19729.37,2020-06-19,BR0028,Active,0,0,0,Property,1.62
LOAN008616,CUST08589,Education Loan,9.15,12.35,24,43221.93,2021-11-19,BR0020,Active,0,0,0,None,1.86
LOAN008617,CUST08166,Gold Loan,1.85,14.33,180,2504.87,2021-07-25,BR0028,Closed,0,0,0,Gold,2.31
LOAN008618,CUST00753,Home Loan,72.67,13.7,24,347880.6,2024-10-26,BR0035,Restructured,1,37,0,Property,1.96
LOAN008619,CUST09520,Business Loan,49.69,15.77,36,174131.58,2021-08-21,BR0027,Active,0,0,0,Property,1.11
LOAN008620,CUST02969,Home Loan,38.17,15.99,120,63915.97,2022-06-30,BR0038,NPA,3,111,1,FD,2.33
LOAN008621,CUST08372,Personal Loan,6.32,9.47,48,15868.77,2023-01-29,BR0019,Active,0,0,0,None,0.64
LOAN008622,CUST05273,Home Loan,111.94,7.76,48,272018.93,2021-08-06,BR0041,Active,0,0,0,None,1.88
LOAN008623,CUST04661,Auto Loan,7.86,10.78,240,7995.65,2020-10-05,BR0014,Active,0,0,0,Vehicle,1.55
LOAN008624,CUST00067,Gold Loan,6.24,11.99,240,6866.43,2023-05-18,BR0012,Closed,0,0,0,FD,0.75
LOAN008625,CUST02524,Personal Loan,5.97,9.87,48,15104.22,2023-07-01,BR0008,Closed,1,22,0,Property,0.94
LOAN008626,CUST04545,Education Loan,14.67,10.01,120,19394.64,2023-12-20,BR0014,Closed,1,27,0,Property,1.0
LOAN008627,CUST00784,Education Loan,13.18,7.74,240,10811.97,2023-04-29,BR0001,Active,0,0,0,None,1.55
LOAN008628,CUST05940,Personal Loan,8.58,11.62,180,10088.62,2021-12-04,BR0030,Closed,0,0,0,Property,1.07
LOAN008629,CUST05840,Home Loan,85.53,14.97,12,771858.27,2022-11-21,BR0049,NPA,6,90,1,FD,0.63
LOAN008630,CUST07956,Auto Loan,14.15,12.12,84,25069.51,2022-08-19,BR0015,Restructured,0,0,0,Property,0.7
LOAN008631,CUST02520,Personal Loan,7.0,13.01,84,12738.18,2024-08-04,BR0032,Restructured,2,78,0,Property,1.33
LOAN008632,CUST00856,Education Loan,2.03,12.77,84,3667.63,2022-05-07,BR0019,Active,0,0,0,Property,2.27
LOAN008633,CUST03717,Personal Loan,9.91,17.87,48,29043.35,2022-08-14,BR0018,Active,0,0,0,Property,2.38
LOAN008634,CUST05042,Auto Loan,5.55,16.68,48,15922.81,2023-12-27,BR0035,Active,0,0,0,None,0.83
LOAN008635,CUST01213,Auto Loan,11.42,14.61,60,26934.88,2020-09-22,BR0019,Active,1,15,0,FD,2.29
LOAN008636,CUST06595,Business Loan,29.65,12.47,84,53088.52,2024-04-08,BR0020,Active,0,0,0,FD,0.66
LOAN008637,CUST09272,Gold Loan,3.48,14.82,240,4536.21,2023-05-02,BR0009,Active,0,0,0,Property,1.02
LOAN008638,CUST02964,Education Loan,8.5,12.1,12,75561.24,2024-05-11,BR0049,Closed,0,0,0,Gold,2.14
LOAN008639,CUST05814,Home Loan,118.03,13.54,240,142846.26,2021-12-04,BR0005,NPA,3,105,1,None,1.15
LOAN008640,CUST04739,Business Loan,17.51,11.6,36,57824.3,2024-03-06,BR0040,Active,0,0,0,Property,0.7
LOAN008641,CUST04894,Auto Loan,14.44,15.04,120,23332.15,2021-04-19,BR0004,Restructured,0,0,0,Gold,0.63
LOAN008642,CUST03865,Business Loan,29.15,13.82,120,44945.22,2024-10-17,BR0035,Active,0,0,0,None,1.59
LOAN008643,CUST06557,Personal Loan,4.34,9.49,12,38052.63,2023-07-21,BR0017,Restructured,0,0,0,Property,1.62
LOAN008644,CUST03521,Personal Loan,1.72,8.31,180,1674.65,2020-04-26,BR0023,Active,0,0,0,Property,1.63
