month,branch_id,target_collection_lakh,actual_collection_lakh,collection_efficiency_pct,npa_amount_lakh,npa_pct,new_loans_disbursed,loan_disbursement_amount_lakh
2024-03,BR0013,285.89,247.98,86.74,15.7,5.49,40,323.27
2024-04,BR0013,79.38,58.98,74.3,10.93,13.77,78,215.94
2024-05,BR0013,260.8,231.9,88.92,8.97,3.44,12,119.22
2024-06,BR0013,414.91,404.25,97.43,35.68,8.6,33,110.94
2024-07,BR0013,450.82,426.43,94.59,50.32,11.16,63,369.56
2024-08,BR0013,323.08,261.34,80.89,32.96,10.2,57,189.46
2024-09,BR0013,479.52,416.99,86.96,17.5,3.65,24,399.63
2024-10,BR0013,286.83,252.18,87.92,7.76,2.71,61,391.35
2024-11,BR0013,327.7,259.8,79.28,37.23,11.36,35,190.06
2024-12,BR0013,267.21,199.69,74.73,5.84,2.19,67,187.96
2020-01,BR0014,486.61,412.21,84.71,18.94,3.89,74,243.9
2020-02,BR0014,228.79,216.94,94.82,10.36,4.53,76,393.06
2020-03,BR0014,133.63,101.93,76.28,11.2,8.38,13,220.56
2020-04,BR0014,86.94,86.5,99.49,1.97,2.27,26,101.38
2020-05,BR0014,90.23,91.45,101.35,7.53,8.35,17,287.19
2020-06,BR0014,250.36,185.04,73.91,30.55,12.2,80,214.06
2020-07,BR0014,257.26,248.05,96.42,25.78,10.02,42,138.31
2020-08,BR0014,464.48,427.28,91.99,16.75,3.61,78,309.34
2020-09,BR0014,303.49,255.66,84.24,7.46,2.46,18,308.43
2020-10,BR0014,320.51,292.95,91.4,15.35,4.79,44,240.24
2020-11,BR0014,221.44,221.4,99.98,10.32,4.66,61,361.57
2020-12,BR0014,443.33,442.04,99.71,24.83,5.6,10,242.32
2021-01,BR0014,469.51,393.78,83.87,28.69,6.11,55,164.54
2021-02,BR0014,450.99,443.59,98.36,49.99,11.08,15,88.85
2021-03,BR0014,165.64,149.24,90.1,4.68,2.83,19,390.0
2021-04,BR0014,283.75,275.12,96.96,27.71,9.77,47,381.62
2021-05,BR0014,225.43,223.0,98.92,9.53,4.23,51,225.15
2021-06,BR0014,154.59,117.09,75.74,15.11,9.77,11,221.57
2021-07,BR0014,53.62,50.97,95.06,2.35,4.38,36,266.35
2021-08,BR0014,170.79,137.71,80.63,10.77,6.31,74,381.05
2021-09,BR0014,424.98,396.17,93.22,60.48,14.23,18,36.8
2021-10,BR0014,114.96,85.09,74.02,4.43,3.85,25,259.69
2021-11,BR0014,131.83,125.23,94.99,18.36,13.93,14,285.65
2021-12,BR0014,387.75,284.76,73.44,46.84,12.08,72,200.6
2022-01,BR0014,243.1,174.23,71.67,18.08,7.44,63,301.74
2022-02,BR0014,263.95,266.06,100.8,16.43,6.22,46,238.95
2022-03,BR0014,172.07,140.86,81.86,13.59,7.9,50,181.17
2022-04,BR0014,107.12,94.13,87.87,6.0,5.6,28,108.69
2022-05,BR0014,191.39,169.67,88.65,11.97,6.25,66,53.02
2022-06,BR0014,128.15,106.52,83.12,12.08,9.43,48,156.13
2022-07,BR0014,497.59,496.99,99.88,51.1,10.27,11,135.05
2022-08,BR0014,204.13,197.72,96.86,16.57,8.12,32,238.07
2022-09,BR0014,419.7,389.65,92.84,25.11,5.98,78,28.35
2022-10,BR0014,151.55,109.71,72.39,19.75,13.03,75,33.21
2022-11,BR0014,340.57,342.17,100.47,33.75,9.91,76,328.75
2022-12,BR0014,375.14,285.52,76.11,23.88,6.37,15,384.96
2023-01,BR0014,348.49,320.12,91.86,18.54,5.32,37,233.14
2023-02,BR0014,250.23,244.35,97.65,20.32,8.12,77,110.4
2023-03,BR0014,237.24,196.41,82.79,7.8,3.29,16,328.72
2023-04,BR0014,495.55,414.58,83.66,63.47,12.81,20,283.85
2023-05,BR0014,475.7,422.23,88.76,59.8,12.57,80,317.63
2023-06,BR0014,183.45,131.19,71.51,25.49,13.89,76,165.58
2023-07,BR0014,402.22,396.59,98.6,46.39,11.53,71,103.1
2023-08,BR0014,221.63,191.6,86.45,10.82,4.88,70,298.42
2023-09,BR0014,138.39,111.1,80.28,6.63,4.79,36,270.5
2023-10,BR0014,64.42,61.42,95.35,5.94,9.22,77,110.57
2023-11,BR0014,140.15,134.17,95.73,4.02,2.87,67,197.3
2023-12,BR0014,192.37,144.59,75.16,27.99,14.55,69,62.02
2024-01,BR0014,230.15,188.93,82.09,9.31,4.05,60,385.45
2024-02,BR0014,425.52,370.29,87.02,46.26,10.87,43,123.83
2024-03,BR0014,143.77,112.37,78.16,5.55,3.86,36,46.49
2024-04,BR0014,59.99,53.82,89.72,7.52,12.54,70,135.18
2024-05,BR0014,390.18,397.2,101.8,38.43,9.85,15,155.68
2024-06,BR0014,451.33,356.6,79.01,41.68,9.23,29,142.57
2024-07,BR0014,240.23,196.75,81.9,18.43,7.67,9,25.34
2024-08,BR0014,432.78,321.08,74.19,56.88,13.14,55,230.23
2024-09,BR0014,114.59,108.57,94.75,8.38,7.31,77,352.14
2024-10,BR0014,232.39,185.47,79.81,13.41,5.77,57,126.05
2024-11,BR0014,256.42,241.62,94.23,23.12,9.02,21,55.92
2024-12,BR0014,222.47,183.34,82.41,14.52,6.53,70,178.31
2020-01,BR0015,81.42,79.99,98.24,4.56,5.6,71,268.77
2020-02,BR0015,329.7,242.2,73.46,27.32,8.29,61,260.81
2020-03,BR0015,443.92,355.85,80.16,45.66,10.29,14,223.18
2020-04,BR0015,445.64,392.65,88.11,30.24,6.79,15,316.38
2020-05,BR0015,288.63,241.5,83.67,32.62,11.3,17,366.64
2020-06,BR0015,274.7,210.06,76.47,25.89,9.42,47,317.51
2020-07,BR0015,115.83,113.8,98.25,10.8,9.32,13,343.21
2020-08,BR0015,313.25,226.79,72.4,9.25,2.95,8,323.81
2020-09,BR0015,310.35,269.26,86.76,13.64,4.4,73,160.09
2020-10,BR0015,283.05,265.33,93.74,41.09,14.52,5,298.31
2020-11,BR0015,489.41,468.02,95.63,69.37,14.17,21,113.39
2020-12,BR0015,145.02,142.24,98.08,3.18,2.19,31,131.14
2021-01,BR0015,241.68,229.52,94.97,12.15,5.03,44,252.03
2021-02,BR0015,211.07,164.47,77.92,27.69,13.12,26,101.34
2021-03,BR0015,66.25,59.57,89.92,9.81,14.81,41,76.65
2021-04,BR0015,440.76,358.29,81.29,13.22,3.0,29,372.77
2021-05,BR0015,428.75,346.64,80.85,60.36,14.08,77,252.66
2021-06,BR0015,233.42,179.92,77.08,30.85,13.22,40,300.48
2021-07,BR0015,330.02,268.57,81.38,22.39,6.78,70,44.88
2021-08,BR0015,459.26,395.61,86.14,66.17,14.41,44,358.48
2021-09,BR0015,61.76,45.03,72.91,8.45,13.68,40,144.82
2021-10,BR0015,266.19,217.8,81.82,6.32,2.37,70,106.56
2021-11,BR0015,347.35,309.45,89.09,46.43,13.37,22,39.75
2021-12,BR0015,173.64,173.5,99.92,20.27,11.67,19,79.36
2022-01,BR0015,313.72,263.87,84.11,24.47,7.8,37,53.85
2022-02,BR0015,484.54,426.4,88.0,54.37,11.22,68,65.54
2022-03,BR0015,281.26,208.58,74.16,38.42,13.66,25,76.85
2022-04,BR0015,479.61,358.84,74.82,29.27,6.1,61,129.52
2022-05,BR0015,134.88,136.15,100.94,15.31,11.35,74,274.18
2022-06,BR0015,208.92,167.12,79.99,10.22,4.89,17,183.78
2022-07,BR0015,271.21,263.67,97.22,16.3,6.01,35,120.6
2022-08,BR0015,474.63,456.5,96.18,36.7,7.73,57,136.44
2022-09,BR0015,308.68,296.86,96.17,35.65,11.55,25,179.54
2022-10,BR0015,251.32,246.14,97.94,23.91,9.51,12,79.84
2022-11,BR0015,495.53,358.96,72.44,30.6,6.18,50,367.92
2022-12,BR0015,52.7,49.0,92.98,1.87,3.55,72,251.28
2023-01,BR0015,88.09,80.23,91.08,6.35,7.21,41,301.66
2023-02,BR0015,408.46,315.86,77.33,59.18,14.49,56,47.4
2023-03,BR0015,63.93,50.98,79.74,2.4,3.75,71,103.11
2023-04,BR0015,330.62,328.83,99.46,15.86,4.8,77,121.0
2023-05,BR0015,434.93,423.4,97.35,46.91,10.79,24,157.14
2023-06,BR0015,213.45,188.22,88.18,11.14,5.22,80,175.74
2023-07,BR0015,443.15,348.09,78.55,35.16,7.93,73,344.62
2023-08,BR0015,233.36,227.88,97.65,25.62,10.98,25,299.19
2023-09,BR0015,324.4,282.42,87.06,16.32,5.03,36,107.64
2023-10,BR0015,60.37,58.43,96.79,9.05,14.99,61,133.27
2023-11,BR0015,190.3,182.14,95.71,11.55,6.07,49,62.1
2023-12,BR0015,383.09,377.34,98.5,39.96,10.43,75,297.1
2024-01,BR0015,91.42,74.67,81.68,12.58,13.76,14,172.63
2024-02,BR0015,372.16,366.84,98.57,17.12,4.6,73,27.7
2024-03,BR0015,327.82,301.2,91.88,33.15,10.11,78,257.28
2024-04,BR0015,56.58,44.83,79.23,2.15,3.8,32,104.44
2024-05,BR0015,455.77,362.79,79.6,12.2,2.68,58,344.37
2024-06,BR0015,191.07,194.28,101.68,4.4,2.3,16,362.71
2024-07,BR0015,200.52,197.39,98.44,19.4,9.67,6,88.97
2024-08,BR0015,392.68,352.12,89.67,48.71,12.4,70,378.39
2024-09,BR0015,228.12,191.83,84.09,34.12,14.96,12,42.83
2024-10,BR0015,380.2,382.86,100.7,51.92,13.66,37,355.28
2024-11,BR0015,458.63,390.11,85.06,29.48,6.43,22,68.05
2024-12,BR0015,111.33,95.82,86.07,14.36,12.9,75,51.04
2020-01,BR0016,162.74,159.84,98.22,20.47,12.58,19,106.28
2020-02,BR0016,89.26,85.26,95.52,6.58,7.37,51,381.98
2020-03,BR0016,260.48,249.46,95.77,14.58,5.6,8,57.5
2020-04,BR0016,422.9,359.04,84.9,36.12,8.54,60,117.91
2020-05,BR0016,167.02,127.02,76.05,19.13,11.45,18,251.46
2020-06,BR0016,466.1,437.95,93.96,34.48,7.4,78,120.75
2020-07,BR0016,322.11,254.18,78.91,19.63,6.09,80,395.72
2020-08,BR0016,300.19,249.88,83.24,29.3,9.76,22,27.77
2020-09,BR0016,121.79,120.4,98.86,2.85,2.34,16,206.56
2020-10,BR0016,112.37,83.23,74.07,9.39,8.36,35,343.15
2020-11,BR0016,361.32,368.08,101.87,20.07,5.55,5,29.37
2020-12,BR0016,247.27,205.88,83.26,17.65,7.14,25,267.49
2021-01,BR0016,388.9,294.83,75.81,40.84,10.5,71,281.44
2021-02,BR0016,188.4,180.15,95.62,14.82,7.87,64,330.26
2021-03,BR0016,485.44,405.39,83.51,16.73,3.45,74,318.49
2021-04,BR0016,150.33,110.76,73.68,20.03,13.32,26,98.6
2021-05,BR0016,385.6,358.03,92.85,19.85,5.15,59,320.58
2021-06,BR0016,269.3,265.58,98.62,33.62,12.48,25,167.79
2021-07,BR0016,477.51,354.22,74.18,24.16,5.06,46,149.3
2021-08,BR0016,339.57,252.27,74.29,43.98,12.95,38,272.02
2021-09,BR0016,258.84,181.5,70.12,13.22,5.11,57,160.34
2021-10,BR0016,402.57,406.19,100.9,31.86,7.91,30,332.29
2021-11,BR0016,79.65,62.89,78.96,9.29,11.66,55,352.48
2021-12,BR0016,205.17,155.66,75.87,5.22,2.54,5,313.79
2022-01,BR0016,292.39,249.12,85.2,10.29,3.52,35,38.51
2022-02,BR0016,134.13,122.5,91.33,18.43,13.74,52,271.43
2022-03,BR0016,198.66,145.0,72.99,16.2,8.15,62,35.97
2022-04,BR0016,196.05,197.32,100.65,24.08,12.28,52,251.44
2022-05,BR0016,337.74,268.3,79.44,45.76,13.55,19,125.98
2022-06,BR0016,101.02,84.26,83.41,8.75,8.66,15,216.25
2022-07,BR0016,255.34,188.26,73.73,29.25,11.46,48,355.13
2022-08,BR0016,199.37,181.83,91.2,19.98,10.02,57,117.42
2022-09,BR0016,201.23,169.66,84.31,29.71,14.76,30,66.3
2022-10,BR0016,72.93,55.83,76.55,2.39,3.28,9,58.79
2022-11,BR0016,319.36,298.95,93.61,44.99,14.09,23,362.81
2022-12,BR0016,346.22,282.86,81.7,36.88,10.65,6,95.07
2023-01,BR0016,117.52,99.43,84.61,5.82,4.95,32,86.88
2023-02,BR0016,82.92,69.82,84.2,12.09,14.58,20,131.99
2023-03,BR0016,462.04,385.11,83.35,29.08,6.29,45,126.16
2023-04,BR0016,184.39,187.23,101.54,19.71,10.69,7,346.74
2023-05,BR0016,295.77,267.41,90.41,9.91,3.35,37,343.12
2023-06,BR0016,224.88,194.25,86.38,17.33,7.71,42,131.8
2023-07,BR0016,170.55,136.9,80.27,14.63,8.58,13,347.82
2023-08,BR0016,133.31,103.24,77.44,9.12,6.84,72,223.39
2023-09,BR0016,107.67,88.98,82.64,6.93,6.44,46,365.66
2023-10,BR0016,259.86,185.98,71.57,9.5,3.66,53,38.56
2023-11,BR0016,177.8,174.87,98.35,11.64,6.55,11,137.11
2023-12,BR0016,252.46,217.14,86.01,20.26,8.03,74,81.75
2024-01,BR0016,272.4,220.75,81.04,11.69,4.29,68,181.65
2024-02,BR0016,376.15,306.6,81.51,24.98,6.64,79,298.4
2024-03,BR0016,331.69,320.01,96.48,20.36,6.14,35,137.44
2024-04,BR0016,233.98,193.15,82.55,30.95,13.23,63,232.91
2024-05,BR0016,412.72,314.49,76.2,20.88,5.06,80,205.28
2024-06,BR0016,275.5,271.34,98.49,29.19,10.6,14,339.16
2024-07,BR0016,159.6,151.83,95.13,12.39,7.76,58,258.6
2024-08,BR0016,375.15,348.78,92.97,11.5,3.07,69,149.53
2024-09,BR0016,77.13,61.77,80.08,6.5,8.43,51,164.98
2024-10,BR0016,463.46,449.7,97.03,22.29,4.81,58,53.62
2024-11,BR0016,331.9,336.05,101.25,46.76,14.09,72,250.43
2024-12,BR0016,234.35,224.13,95.64,10.52,4.49,53,234.88
2020-01,BR0017,136.37,123.32,90.43,3.97,2.91,36,397.41
2020-02,BR0017,293.85,239.11,81.37,13.02,4.43,76,390.01
2020-03,BR0017,336.12,281.97,83.89,17.49,5.2,49,26.02
2020-04,BR0017,399.69,286.9,71.78,41.22,10.31,36,125.49
2020-05,BR0017,137.43,125.09,91.02,13.72,9.98,79,235.0
2020-06,BR0017,283.44,202.46,71.43,37.71,13.3,27,333.9
2020-07,BR0017,61.95,59.67,96.32,8.36,13.49,27,117.7
2020-08,BR0017,467.35,343.46,73.49,64.73,13.85,65,313.03
2020-09,BR0017,412.07,385.9,93.65,42.18,10.24,76,276.27
2020-10,BR0017,179.59,159.08,88.58,8.13,4.53,20,105.58
2020-11,BR0017,383.27,290.06,75.68,56.19,14.66,22,79.24
2020-12,BR0017,53.24,51.03,95.84,2.61,4.9,74,155.58
2021-01,BR0017,330.19,233.21,70.63,36.33,11.0,9,363.18
2021-02,BR0017,496.01,358.71,72.32,53.1,10.71,28,300.95
2021-03,BR0017,385.38,355.74,92.31,10.93,2.84,73,24.36
2021-04,BR0017,134.26,96.69,72.02,16.2,12.07,22,109.14
2021-05,BR0017,388.25,332.96,85.76,18.6,4.79,73,175.71
2021-06,BR0017,107.83,96.14,89.16,8.29,7.69,18,312.94
2021-07,BR0017,325.25,311.69,95.83,20.94,6.44,48,63.31
2021-08,BR0017,54.62,42.96,78.65,1.52,2.78,44,344.28
2021-09,BR0017,426.34,412.65,96.79,20.19,4.74,7,354.86
2021-10,BR0017,395.26,336.09,85.03,12.76,3.23,78,21.6
2021-11,BR0017,409.0,368.3,90.05,45.57,11.14,50,294.44
2021-12,BR0017,420.73,410.21,97.5,49.17,11.69,8,299.43
2022-01,BR0017,152.42,136.6,89.62,16.76,11.0,58,316.33
2022-02,BR0017,105.08,99.12,94.33,9.74,9.27,73,151.47
2022-03,BR0017,73.05,62.94,86.16,3.97,5.43,73,205.4
2022-04,BR0017,395.39,284.01,71.83,35.76,9.04,18,133.82
2022-05,BR0017,429.94,303.92,70.69,63.26,14.71,62,330.27
2022-06,BR0017,158.21,129.81,82.05,16.74,10.58,73,344.23
2022-07,BR0017,184.69,182.12,98.61,5.78,3.13,30,91.5
2022-08,BR0017,67.26,58.05,86.31,8.63,12.83,78,199.28
2022-09,BR0017,427.49,381.02,89.13,27.45,6.42,48,336.11
2022-10,BR0017,270.43,230.24,85.14,26.13,9.66,13,249.74
2022-11,BR0017,158.55,160.23,101.06,14.64,9.23,14,374.99
2022-12,BR0017,323.24,293.47,90.79,19.09,5.91,33,37.95
2023-01,BR0017,64.09,52.71,82.24,8.65,13.5,44,155.04
2023-02,BR0017,203.2,173.61,85.44,12.58,6.19,21,192.31
2023-03,BR0017,221.9,177.63,80.05,21.38,9.63,19,154.92
2023-04,BR0017,385.42,302.13,78.39,27.77,7.21,14,293.14
2023-05,BR0017,412.26,328.32,79.64,35.1,8.51,5,112.02
2023-06,BR0017,326.94,303.92,92.96,13.31,4.07,78,150.46
2023-07,BR0017,125.26,125.15,99.91,16.44,13.12,38,169.5
2023-08,BR0017,341.47,305.58,89.49,16.76,4.91,59,278.8
2023-09,BR0017,362.86,337.42,92.99,24.33,6.71,68,265.56
2023-10,BR0017,426.37,324.04,76.0,41.03,9.62,14,218.29
2023-11,BR0017,194.67,182.76,93.88,23.02,11.83,18,377.32
2023-12,BR0017,227.62,220.06,96.68,32.22,14.16,79,159.13
2024-01,BR0017,300.33,304.93,101.53,30.91,10.29,36,93.67
2024-02,BR0017,401.87,391.26,97.36,23.42,5.83,41,306.76
2024-03,BR0017,324.81,312.99,96.36,12.95,3.99,52,262.39
2024-04,BR0017,127.85,97.6,76.34,16.71,13.07,14,176.51
2024-05,BR0017,373.29,310.28,83.12,13.31,3.57,5,61.01
2024-06,BR0017,358.97,349.39,97.33,52.66,14.67,9,342.88
2024-07,BR0017,479.84,408.01,85.03,42.13,8.78,66,301.51
2024-08,BR0017,488.94,494.32,101.1,33.14,6.78,34,36.14
2024-09,BR0017,400.25,365.95,91.43,57.96,14.48,45,391.83
2024-10,BR0017,68.24,47.8,70.05,7.54,11.05,64,215.26
2024-11,BR0017,404.15,381.76,94.46,54.99,13.61,45,122.93
2024-12,BR0017,226.34,167.67,74.08,29.68,13.11,5,152.72
2020-01,BR0018,405.82,342.47,84.39,14.58,3.59,12,319.36
2020-02,BR0018,474.23,444.07,93.64,13.12,2.77,76,252.47
2020-03,BR0018,421.65,338.46,80.27,11.28,2.68,48,129.1
2020-04,BR0018,429.15,334.69,77.99,43.48,10.13,41,192.27
2020-05,BR0018,74.45,52.49,70.5,7.99,10.73,50,229.51
2020-06,BR0018,275.01,257.93,93.79,18.79,6.83,74,185.39
2020-07,BR0018,374.05,348.24,93.1,9.54,2.55,34,221.96
2020-08,BR0018,454.95,367.87,80.86,57.76,12.7,38,173.4
2020-09,BR0018,145.77,107.83,73.97,13.99,9.6,31,179.91
2020-10,BR0018,103.88,92.86,89.39,2.25,2.17,44,128.17
2020-11,BR0018,348.36,265.45,76.2,42.92,12.32,64,250.98
2020-12,BR0018,432.72,368.16,85.08,39.38,9.1,59,204.27
2021-01,BR0018,454.63,339.74,74.73,22.68,4.99,48,168.01
2021-02,BR0018,191.82,194.97,101.64,3.95,2.06,75,108.51
2021-03,BR0018,51.77,47.72,92.17,2.62,5.06,11,236.76
2021-04,BR0018,223.7,200.7,89.72,22.28,9.96,5,41.64
2021-05,BR0018,204.18,182.84,89.55,12.31,6.03,53,350.96
2021-06,BR0018,110.41,80.4,72.82,15.05,13.63,9,30.31
2021-07,BR0018,345.05,338.49,98.1,21.31,6.18,34,98.78
2021-08,BR0018,263.12,219.52,83.43,31.76,12.07,27,374.52
2021-09,BR0018,473.88,405.31,85.53,70.03,14.78,43,383.53
2021-10,BR0018,228.9,214.48,93.7,32.19,14.06,74,315.96
2021-11,BR0018,171.34,147.04,85.82,21.7,12.66,61,327.51
2021-12,BR0018,344.58,324.22,94.09,26.49,7.69,23,323.24
2022-01,BR0018,183.51,137.67,75.02,12.13,6.61,29,30.01
2022-02,BR0018,407.56,336.48,82.56,43.79,10.74,14,290.55
2022-03,BR0018,415.48,376.88,90.71,9.84,2.37,79,208.92
2022-04,BR0018,433.01,385.21,88.96,43.29,10.0,71,80.25
2022-05,BR0018,90.88,72.17,79.41,3.12,3.43,13,62.42
2022-06,BR0018,196.66,150.43,76.49,18.13,9.22,27,360.86
2022-07,BR0018,72.74,61.34,84.33,4.94,6.79,47,338.22
2022-08,BR0018,342.97,272.11,79.34,34.69,10.11,49,120.01
2022-09,BR0018,95.13,94.49,99.33,4.93,5.18,17,212.47
2022-10,BR0018,194.85,152.16,78.09,27.43,14.08,23,99.44
2022-11,BR0018,473.69,482.45,101.85,22.81,4.82,64,113.43
2022-12,BR0018,412.42,382.4,92.72,16.66,4.04,78,256.37
2023-01,BR0018,386.95,365.67,94.5,24.2,6.25,77,70.53
2023-02,BR0018,132.06,100.48,76.09,3.83,2.9,35,78.88
2023-03,BR0018,80.17,81.42,101.56,4.94,6.16,21,175.49
2023-04,BR0018,57.94,54.72,94.45,7.61,13.13,79,28.27
2023-05,BR0018,122.2,106.29,86.98,5.17,4.23,12,196.49
2023-06,BR0018,101.23,103.25,102.0,2.67,2.64,72,310.62
2023-07,BR0018,123.87,91.91,74.2,17.14,13.84,26,80.93
2023-08,BR0018,448.37,431.06,96.14,12.27,2.74,15,331.99
2023-09,BR0018,377.64,383.8,101.63,44.42,11.76,40,193.27
2023-10,BR0018,463.5,326.86,70.52,68.68,14.82,34,186.41
2023-11,BR0018,233.88,230.37,98.5,32.52,13.9,65,356.09
2023-12,BR0018,236.49,183.33,77.52,17.88,7.56,57,190.03
2024-01,BR0018,276.81,194.38,70.22,35.6,12.86,7,260.3
2024-02,BR0018,411.23,331.66,80.65,31.18,7.58,54,370.86
2024-03,BR0018,133.33,108.18,81.14,12.63,9.47,20,298.64
2024-04,BR0018,375.85,367.09,97.67,42.63,11.34,30,130.99
2024-05,BR0018,162.18,138.14,85.18,16.93,10.44,63,161.08
2024-06,BR0018,176.99,140.53,79.4,5.02,2.84,51,147.89
2024-07,BR0018,382.07,344.02,90.04,20.45,5.35,56,96.85
2024-08,BR0018,371.37,285.43,76.86,20.07,5.4,53,128.44
2024-09,BR0018,257.85,190.42,73.85,23.5,9.11,67,79.8
2024-10,BR0018,444.75,346.24,77.85,33.71,7.58,56,42.68
2024-11,BR0018,437.94,430.06,98.2,44.94,10.26,35,326.88
2024-12,BR0018,359.23,296.54,82.55,31.38,8.74,70,348.47
2020-01,BR0019,147.19,125.45,85.23,13.28,9.02,43,271.88
2020-02,BR0019,372.6,319.91,85.86,26.47,7.1,31,227.24
2020-03,BR0019,436.03,382.27,87.67,56.87,13.04,16,272.22
2020-04,BR0019,464.75,380.58,81.89,9.44,2.03,46,24.56
2020-05,BR0019,464.49,412.84,88.88,25.31,5.45,52,325.63
2020-06,BR0019,471.67,384.69,81.56,69.88,14.82,74,291.38
2020-07,BR0019,289.36,232.91,80.49,27.36,9.46,27,378.4
2020-08,BR0019,278.34,270.77,97.28,28.23,10.14,53,335.68
2020-09,BR0019,312.03,288.5,92.46,46.45,14.89,45,43.22
2020-10,BR0019,214.62,205.63,95.81,22.37,10.42,80,391.19
2020-11,BR0019,180.17,129.78,72.03,15.39,8.54,41,189.45
2020-12,BR0019,160.37,134.41,83.81,6.13,3.82,54,215.47
2021-01,BR0019,335.56,301.5,89.85,23.09,6.88,12,249.53
2021-02,BR0019,116.77,94.7,81.1,15.4,13.19,63,338.27
2021-03,BR0019,391.77,366.42,93.53,51.84,13.23,70,72.67
2021-04,BR0019,325.2,269.2,82.78,42.22,12.98,31,370.71
2021-05,BR0019,333.44,315.8,94.71,12.15,3.64,15,75.91
2021-06,BR0019,80.53,61.06,75.82,9.91,12.31,45,294.5
2021-07,BR0019,462.44,410.23,88.71,55.33,11.96,53,361.17
2021-08,BR0019,117.13,94.57,80.74,7.74,6.61,11,227.4
2021-09,BR0019,406.73,367.68,90.4,49.4,12.15,42,192.97
2021-10,BR0019,180.25,147.43,81.79,25.56,14.18,39,27.0
2021-11,BR0019,397.79,322.65,81.11,51.69,12.99,77,237.63
2021-12,BR0019,332.82,233.21,70.07,43.52,13.08,10,69.89
2022-01,BR0019,88.48,67.12,75.86,5.81,6.57,23,192.96
2022-02,BR0019,278.82,224.06,80.36,26.99,9.68,6,77.0
2022-03,BR0019,285.94,247.28,86.48,6.07,2.12,49,85.94
2022-04,BR0019,125.96,98.56,78.25,16.35,12.98,50,358.08
2022-05,BR0019,190.07,163.94,86.25,3.86,2.03,35,113.68
2022-06,BR0019,130.33,121.49,93.22,13.07,10.03,43,234.05
2022-07,BR0019,412.89,312.6,75.71,14.9,3.61,39,316.84
2022-08,BR0019,494.21,458.03,92.68,62.91,12.73,36,200.81
2022-09,BR0019,130.66,129.11,98.81,12.24,9.37,70,307.65
2022-10,BR0019,380.23,272.09,71.56,38.75,10.19,48,198.9
2022-11,BR0019,291.11,262.78,90.27,12.18,4.18,36,146.54
2022-12,BR0019,465.52,422.27,90.71,43.95,9.44,34,40.32
2023-01,BR0019,71.05,60.67,85.39,8.19,11.53,43,211.59
2023-02,BR0019,239.29,233.4,97.54,11.41,4.77,62,370.59
2023-03,BR0019,410.1,330.25,80.53,60.94,14.86,80,134.37
2023-04,BR0019,274.37,261.15,95.18,5.56,2.03,65,265.97
2023-05,BR0019,407.42,300.39,73.73,12.38,3.04,29,296.39
2023-06,BR0019,249.78,196.38,78.62,30.54,12.23,50,54.6
2023-07,BR0019,126.1,93.49,74.14,15.39,12.2,63,110.78
2023-08,BR0019,219.98,214.74,97.62,19.73,8.97,37,312.3
2023-09,BR0019,255.8,179.83,70.3,5.81,2.27,64,152.12
2023-10,BR0019,113.75,102.92,90.48,13.83,12.16,74,358.89
2023-11,BR0019,62.52,59.81,95.67,2.45,3.92,11,56.07
2023-12,BR0019,206.34,168.77,81.79,19.21,9.31,56,156.13
2024-01,BR0019,116.22,111.71,96.12,15.0,12.91,80,98.76
2024-02,BR0019,494.7,369.89,74.77,32.23,6.52,34,184.41
2024-03,BR0019,342.33,282.66,82.57,7.64,2.23,45,33.65
2024-04,BR0019,210.08,197.79,94.15,6.88,3.27,80,336.95
2024-05,BR0019,242.34,201.87,83.3,31.42,12.97,25,384.71
2024-06,BR0019,164.31,151.94,92.47,9.42,5.73,72,123.8
2024-07,BR0019,69.03,67.31,97.51,5.72,8.29,60,139.12
2024-08,BR0019,382.67,325.38,85.03,43.44,11.35,55,236.06
2024-09,BR0019,298.74,223.34,74.76,29.37,9.83,39,43.27
2024-10,BR0019,429.75,399.45,92.95,33.97,7.9,70,334.72
2024-11,BR0019,476.47,412.34,86.54,33.13,6.95,74,212.26
2024-12,BR0019,466.54,460.94,98.8,47.17,10.11,54,360.44
2020-01,BR0020,183.54,157.97,86.07,5.32,2.9,9,264.99
2020-02,BR0020,107.59,99.42,92.41,13.22,12.29,42,283.02
2020-03,BR0020,76.2,73.66,96.67,3.98,5.22,11,338.73
2020-04,BR0020,370.89,262.66,70.82,12.05,3.25,27,287.61
2020-05,BR0020,289.76,269.42,92.98,22.7,7.83,57,187.42
2020-06,BR0020,212.25,189.22,89.15,19.92,9.39,48,37.55
2020-07,BR0020,473.37,457.61,96.67,51.11,10.8,6,275.01
2020-08,BR0020,426.02,391.94,92.0,60.22,14.14,53,379.01
2020-09,BR0020,351.91,326.11,92.67,46.29,13.15,35,302.35
2020-10,BR0020,67.62,52.32,77.37,4.1,6.06,32,381.38
2020-11,BR0020,300.02,255.59,85.19,35.45,11.82,6,66.67
2020-12,BR0020,498.89,442.22,88.64,57.99,11.62,71,356.61
2021-01,BR0020,164.74,149.04,90.47,21.34,12.95,74,191.88
2021-02,BR0020,152.77,150.97,98.82,8.38,5.49,32,356.12
2021-03,BR0020,418.02,387.21,92.63,41.78,9.99,20,40.72
2021-04,BR0020,63.69,62.42,98.0,2.7,4.24,6,173.11
